clave,descripcion,unidad,cantidad,valor_unitario,importe,status
01010101,Concepto #977,H87,1,237.3,237.3,Libre
01010101,Concepto #978,H87,7,228.26,1597.82,Libre
01010101,Concepto #979,H87,5,65.66,328.3,Libre
01010101,Concepto #980,H87,4,470.67,1882.68,Libre
01010101,Concepto #981,H87,2,106.09,212.18,Libre
01010101,Concepto #982,H87,5,492.3,2461.5,Libre
01010101,Concepto #983,H87,3,132.01,396.03,Libre
01010101,Concepto #984,H87,8,262.53,2100.24,Libre
01010101,Concepto #985,H87,2,373.12,746.24,Libre
01010101,Concepto #986,H87,9,315.1,2835.9,Libre
01010101,Concepto #987,H87,8,429.66,3437.28,Libre
01010101,Concepto #988,H87,7,373.48,2614.36,Libre
01010101,Concepto #989,H87,5,101.89,509.45,Libre
01010101,Concepto #990,H87,1,374.14,374.14,Libre
01010101,Concepto #991,H87,6,133.98,803.88,Libre
01010101,Concepto #992,H87,5,316.84,1584.2,Libre
01010101,Concepto #993,H87,3,70.03,210.09,Libre
01010101,Concepto #994,H87,9,326.33,2936.97,Libre
01010101,Concepto #995,H87,2,348.58,697.16,Libre
01010101,Concepto #996,H87,8,149.12,1192.96,Libre
01010101,Concepto #997,H87,4,259.29,1037.16,Libre
01010101,Concepto #998,H87,5,398.94,1994.7,Libre
01010101,Concepto #999,H87,5,437.84,2189.2,Libre
01010101,Concepto #1000,H87,10,375.88,3758.8,Libre
01010101,Concepto #1001,H87,2,302.45,604.9,Libre
01010101,Concepto #1002,H87,4,443.67,1774.68,Libre
01010101,Concepto #1003,H87,5,208.56,1042.8,Libre
01010101,Concepto #1004,H87,6,211.19,1267.14,Libre
01010101,Concepto #1005,H87,7,84.76,593.32,Libre
01010101,Concepto #1006,H87,4,209.21,836.84,Libre
01010101,Concepto #1007,H87,6,124.45,746.7,Libre
01010101,Concepto #1008,H87,8,272.89,2183.12,Libre
01010101,Concepto #1009,H87,5,233.57,1167.85,Libre
01010101,Concepto #1010,H87,3,67.25,201.75,Libre
01010101,Concepto #1011,H87,10,340.28,3402.8,Libre
01010101,Concepto #1012,H87,6,179.35,1076.1,Libre
01010101,Concepto #1013,H87,3,314.21,942.63,Libre
01010101,Concepto #1014,H87,5,229.93,1149.65,Libre
01010101,Concepto #1015,H87,2,441.19,882.38,Libre
01010101,Concepto #1016,H87,7,315.23,2206.61,Libre
01010101,Concepto #1017,H87,1,419.71,419.71,Libre
01010101,Concepto #1018,H87,9,491.94,4427.46,Libre
01010101,Concepto #1019,H87,5,105.15,525.75,Libre
01010101,Concepto #1020,H87,6,254.62,1527.72,Libre
01010101,Concepto #1021,H87,8,331.62,2652.96,Libre
01010101,Concepto #1022,H87,6,402.74,2416.44,Libre
01010101,Concepto #1023,H87,7,309.12,2163.84,Libre
01010101,Concepto #1024,H87,2,177.08,354.16,Libre
01010101,Concepto #1025,H87,9,160.92,1448.28,Libre
01010101,Concepto #1026,H87,9,338.12,3043.08,Libre
01010101,Concepto #1027,H87,5,171.32,856.6,Libre
01010101,Concepto #1028,H87,7,448.2,3137.4,Libre
01010101,Concepto #1029,H87,5,370.46,1852.3,Libre
01010101,Concepto #1030,H87,1,402.25,402.25,Libre
01010101,Concepto #1031,H87,3,476.11,1428.33,Libre
01010101,Concepto #1032,H87,8,323.4,2587.2,Libre
01010101,Concepto #1033,H87,1,120.37,120.37,Libre
01010101,Concepto #1034,H87,7,149.06,1043.42,Libre
01010101,Concepto #1035,H87,8,104.44,835.52,Libre
01010101,Concepto #1036,H87,8,192.19,1537.52,Libre
01010101,Concepto #1037,H87,4,203.73,814.92,Libre
01010101,Concepto #1038,H87,8,372.47,2979.76,Libre
01010101,Concepto #1039,H87,3,128.28,384.84,Libre
01010101,Concepto #1040,H87,8,233.38,1867.04,Libre
01010101,Concepto #1041,H87,3,67.04,201.12,Libre
01010101,Concepto #1042,H87,1,209.62,209.62,Libre
01010101,Concepto #1043,H87,7,356.4,2494.8,Libre
01010101,Concepto #1044,H87,10,251.14,2511.4,Libre
01010101,Concepto #1045,H87,1,364.84,364.84,Libre
01010101,Concepto #1046,H87,1,315.9,315.9,Libre
01010101,Concepto #1047,H87,10,428.45,4284.5,Libre
01010101,Concepto #1048,H87,7,88.16,617.12,Libre
01010101,Concepto #1049,H87,10,357.98,3579.8,Libre
01010101,Concepto #1050,H87,3,181.65,544.95,Libre
01010101,Concepto #1051,H87,6,413.43,2480.58,Libre
01010101,Concepto #1052,H87,1,269.84,269.84,Libre
01010101,Concepto #1053,H87,7,389.73,2728.11,Libre
01010101,Concepto #1054,H87,3,380.03,1140.09,Libre
01010101,Concepto #1055,H87,5,375.59,1877.95,Libre
01010101,Concepto #1056,H87,7,373.6,2615.2,Libre
01010101,Concepto #1057,H87,5,498.79,2493.95,Libre
01010101,Concepto #1058,H87,7,184.82,1293.74,Libre
01010101,Concepto #1059,H87,1,350.35,350.35,Libre
01010101,Concepto #1060,H87,3,355.22,1065.66,Libre
01010101,Concepto #1061,H87,1,248.15,248.15,Libre
01010101,Concepto #1062,H87,1,392.36,392.36,Libre
01010101,Concepto #1063,H87,8,285.74,2285.92,Libre
01010101,Concepto #1064,H87,6,85.93,515.58,Libre
01010101,Concepto #1065,H87,9,394.92,3554.28,Libre
01010101,Concepto #1066,H87,5,298.14,1490.7,Libre
01010101,Concepto #1067,H87,4,294.1,1176.4,Libre
01010101,Concepto #1068,H87,3,123.46,370.38,Libre
01010101,Concepto #1069,H87,2,309.81,619.62,Libre
01010101,Concepto #1070,H87,4,473.42,1893.68,Libre
01010101,Concepto #1071,H87,6,83.6,501.6,Libre
01010101,Concepto #1072,H87,2,496.57,993.14,Libre
01010101,Concepto #1073,H87,7,258.01,1806.07,Libre
01010101,Concepto #1074,H87,9,287.08,2583.72,Libre
01010101,Concepto #1075,H87,1,233.51,233.51,Libre
01010101,Concepto #1076,H87,2,66.76,133.52,Libre
01010101,Concepto #1077,H87,9,377.71,3399.39,Libre
01010101,Concepto #1078,H87,2,479.94,959.88,Libre
01010101,Concepto #1079,H87,9,89.84,808.56,Libre
01010101,Concepto #1080,H87,5,57.02,285.1,Libre
01010101,Concepto #1081,H87,8,231.67,1853.36,Libre
01010101,Concepto #1082,H87,5,396.92,1984.6,Libre
01010101,Concepto #1083,H87,2,247.48,494.96,Libre
01010101,Concepto #1084,H87,1,273.74,273.74,Libre
01010101,Concepto #1085,H87,5,263.09,1315.45,Libre
01010101,Concepto #1086,H87,6,315.73,1894.38,Libre
01010101,Concepto #1087,H87,10,446.81,4468.1,Libre
01010101,Concepto #1088,H87,2,366.17,732.34,Libre
01010101,Concepto #1089,H87,6,108.02,648.12,Libre
01010101,Concepto #1090,H87,4,149.77,599.08,Libre
01010101,Concepto #1091,H87,2,71.43,142.86,Libre
01010101,Concepto #1092,H87,7,221.74,1552.18,Libre
01010101,Concepto #1093,H87,3,56.29,168.87,Libre
01010101,Concepto #1094,H87,2,258.49,516.98,Libre
01010101,Concepto #1095,H87,10,369.04,3690.4,Libre
01010101,Concepto #1096,H87,9,242.19,2179.71,Libre
01010101,Concepto #1097,H87,9,366.64,3299.76,Libre
01010101,Concepto #1098,H87,9,297.59,2678.31,Libre
01010101,Concepto #1099,H87,8,163.25,1306.0,Libre
01010101,Concepto #1100,H87,6,292.94,1757.64,Libre
01010101,Concepto #1101,H87,2,484.17,968.34,Libre
01010101,Concepto #1102,H87,4,77.57,310.28,Libre
01010101,Concepto #1103,H87,6,420.67,2524.02,Libre
01010101,Concepto #1104,H87,7,347.12,2429.84,Libre
01010101,Concepto #1105,H87,9,97.63,878.67,Libre
01010101,Concepto #1106,H87,2,467.02,934.04,Libre
01010101,Concepto #1107,H87,4,475.25,1901.0,Libre
01010101,Concepto #1108,H87,9,474.43,4269.87,Libre
01010101,Concepto #1109,H87,1,109.62,109.62,Libre
01010101,Concepto #1110,H87,6,77.41,464.46,Libre
01010101,Concepto #1111,H87,10,142.18,1421.8,Libre
01010101,Concepto #1112,H87,10,66.7,667.0,Libre
01010101,Concepto #1113,H87,10,52.05,520.5,Libre
01010101,Concepto #1114,H87,9,273.21,2458.89,Libre
01010101,Concepto #1115,H87,4,344.46,1377.84,Libre
01010101,Concepto #1116,H87,9,113.93,1025.37,Libre
01010101,Concepto #1117,H87,7,308.2,2157.4,Libre
01010101,Concepto #1118,H87,1,441.64,441.64,Libre
01010101,Concepto #1119,H87,7,340.5,2383.5,Libre
01010101,Concepto #1120,H87,1,386.09,386.09,Libre
01010101,Concepto #1121,H87,6,281.71,1690.26,Libre
01010101,Concepto #1122,H87,4,138.78,555.12,Libre
01010101,Concepto #1123,H87,7,277.91,1945.37,Libre
01010101,Concepto #1124,H87,10,73.85,738.5,Libre
01010101,Concepto #1125,H87,6,435.84,2615.04,Libre
01010101,Concepto #1126,H87,10,120.71,1207.1,Libre
01010101,Concepto #1127,H87,10,472.62,4726.2,Libre
01010101,Concepto #1128,H87,1,432.12,432.12,Libre
01010101,Concepto #1129,H87,2,347.2,694.4,Libre
01010101,Concepto #1130,H87,7,429.49,3006.43,Libre
01010101,Concepto #1131,H87,7,370.53,2593.71,Libre
01010101,Concepto #1132,H87,4,420.32,1681.28,Libre
01010101,Concepto #1133,H87,6,135.56,813.36,Libre
01010101,Concepto #1134,H87,4,297.11,1188.44,Libre
01010101,Concepto #1135,H87,10,441.02,4410.2,Libre
01010101,Concepto #1136,H87,2,281.15,562.3,Libre
01010101,Concepto #1137,H87,6,102.11,612.66,Libre
01010101,Concepto #1138,H87,7,365.05,2555.35,Libre
01010101,Concepto #1139,H87,4,371.31,1485.24,Libre
01010101,Concepto #1140,H87,7,414.96,2904.72,Libre
01010101,Concepto #1141,H87,3,216.26,648.78,Libre
01010101,Concepto #1142,H87,7,104.4,730.8,Libre
01010101,Concepto #1143,H87,5,78.31,391.55,Libre
01010101,Concepto #1144,H87,2,436.96,873.92,Libre
01010101,Concepto #1145,H87,4,262.23,1048.92,Libre
01010101,Concepto #1146,H87,1,205.64,205.64,Libre
01010101,Concepto #1147,H87,10,343.47,3434.7,Libre
01010101,Concepto #1148,H87,10,398.39,3983.9,Libre
01010101,Concepto #1149,H87,1,181.01,181.01,Libre
01010101,Concepto #1150,H87,1,460.17,460.17,Libre
01010101,Concepto #1151,H87,7,318.22,2227.54,Libre
01010101,Concepto #1152,H87,4,356.63,1426.52,Libre
01010101,Concepto #1153,H87,4,198.09,792.36,Libre
01010101,Concepto #1154,H87,6,291.21,1747.26,Libre
01010101,Concepto #1155,H87,5,64.37,321.85,Libre
01010101,Concepto #1156,H87,2,267.52,535.04,Libre
01010101,Concepto #1157,H87,1,343.89,343.89,Libre
01010101,Concepto #1158,H87,5,485.02,2425.1,Libre
01010101,Concepto #1159,H87,8,106.34,850.72,Libre
01010101,Concepto #1160,H87,8,236.15,1889.2,Libre
01010101,Concepto #1161,H87,8,404.46,3235.68,Libre
01010101,Concepto #1162,H87,8,123.87,990.96,Libre
01010101,Concepto #1163,H87,2,351.74,703.48,Libre
01010101,Concepto #1164,H87,5,266.27,1331.35,Libre
01010101,Concepto #1165,H87,4,359.81,1439.24,Libre
01010101,Concepto #1166,H87,6,191.31,1147.86,Libre
01010101,Concepto #1167,H87,1,182.04,182.04,Libre
01010101,Concepto #1168,H87,4,60.26,241.04,Libre
01010101,Concepto #1169,H87,9,411.45,3703.05,Libre
01010101,Concepto #1170,H87,2,261.94,523.88,Libre
01010101,Concepto #1171,H87,5,415.73,2078.65,Libre
01010101,Concepto #1172,H87,5,347.02,1735.1,Libre
01010101,Concepto #1173,H87,4,88.17,352.68,Libre
01010101,Concepto #1174,H87,6,470.1,2820.6,Libre
01010101,Concepto #1175,H87,7,457.29,3201.03,Libre
01010101,Concepto #1176,H87,2,221.74,443.48,Libre
01010101,Concepto #1177,H87,3,204.65,613.95,Libre
01010101,Concepto #1178,H87,1,289.07,289.07,Libre
01010101,Concepto #1179,H87,1,486.89,486.89,Libre
01010101,Concepto #1180,H87,7,118.13,826.91,Libre
01010101,Concepto #1181,H87,8,312.71,2501.68,Libre
01010101,Concepto #1182,H87,6,330.72,1984.32,Libre
01010101,Concepto #1183,H87,1,375.09,375.09,Libre
01010101,Concepto #1184,H87,9,154.3,1388.7,Libre
01010101,Concepto #1185,H87,6,237.41,1424.46,Libre
01010101,Concepto #1186,H87,7,422.78,2959.46,Libre
01010101,Concepto #1187,H87,8,111.34,890.72,Libre
01010101,Concepto #1188,H87,1,233.63,233.63,Libre
01010101,Concepto #1189,H87,2,457.65,915.3,Libre
01010101,Concepto #1190,H87,4,390.79,1563.16,Libre
01010101,Concepto #1191,H87,1,471.62,471.62,Libre
01010101,Concepto #1192,H87,2,115.15,230.3,Libre
01010101,Concepto #1193,H87,6,442.35,2654.1,Libre
01010101,Concepto #1194,H87,6,208.0,1248.0,Libre
01010101,Concepto #1195,H87,3,235.9,707.7,Libre
01010101,Concepto #1196,H87,8,372.13,2977.04,Libre
01010101,Concepto #1197,H87,2,209.2,418.4,Libre
01010101,Concepto #1198,H87,8,430.06,3440.48,Libre
01010101,Concepto #1199,H87,5,88.28,441.4,Libre
01010101,Concepto #1200,H87,4,132.25,529.0,Libre
01010101,Concepto #1201,H87,2,241.27,482.54,Libre
01010101,Concepto #1202,H87,1,248.67,248.67,Libre
01010101,Concepto #1203,H87,8,377.03,3016.24,Libre
01010101,Concepto #1204,H87,3,335.28,1005.84,Libre
01010101,Concepto #1205,H87,10,342.02,3420.2,Libre
01010101,Concepto #1206,H87,9,405.63,3650.67,Libre
01010101,Concepto #1207,H87,10,384.13,3841.3,Libre
01010101,Concepto #1208,H87,4,350.91,1403.64,Libre
01010101,Concepto #1209,H87,4,328.08,1312.32,Libre
01010101,Concepto #1210,H87,1,340.61,340.61,Libre
01010101,Concepto #1211,H87,9,247.15,2224.35,Libre
01010101,Concepto #1212,H87,1,174.72,174.72,Libre
01010101,Concepto #1213,H87,3,282.38,847.14,Libre
01010101,Concepto #1214,H87,4,289.34,1157.36,Libre
01010101,Concepto #1215,H87,7,191.88,1343.16,Libre
01010101,Concepto #1216,H87,4,442.75,1771.0,Libre
01010101,Concepto #1217,H87,8,387.79,3102.32,Libre
01010101,Concepto #1218,H87,5,292.75,1463.75,Libre
01010101,Concepto #1219,H87,9,198.56,1787.04,Libre
01010101,Concepto #1220,H87,1,270.23,270.23,Libre
01010101,Concepto #1221,H87,9,485.2,4366.8,Libre
01010101,Concepto #1222,H87,9,491.1,4419.9,Libre
01010101,Concepto #1223,H87,4,61.8,247.2,Libre
01010101,Concepto #1224,H87,5,334.71,1673.55,Libre
01010101,Concepto #1225,H87,9,239.12,2152.08,Libre
01010101,Concepto #1226,H87,10,354.43,3544.3,Libre
01010101,Concepto #1227,H87,8,342.16,2737.28,Libre
01010101,Concepto #1228,H87,7,245.52,1718.64,Libre
01010101,Concepto #1229,H87,8,390.02,3120.16,Libre
01010101,Concepto #1230,H87,2,423.68,847.36,Libre
01010101,Concepto #1231,H87,8,462.4,3699.2,Libre
01010101,Concepto #1232,H87,4,206.66,826.64,Libre
01010101,Concepto #1233,H87,9,493.63,4442.67,Libre
01010101,Concepto #1234,H87,6,68.18,409.08,Libre
01010101,Concepto #1235,H87,1,332.12,332.12,Libre
01010101,Concepto #1236,H87,9,196.87,1771.83,Libre
01010101,Concepto #1237,H87,5,273.4,1367.0,Libre
01010101,Concepto #1238,H87,4,241.46,965.84,Libre
01010101,Concepto #1239,H87,8,445.62,3564.96,Libre
01010101,Concepto #1240,H87,10,158.75,1587.5,Libre
01010101,Concepto #1241,H87,7,396.18,2773.26,Libre
01010101,Concepto #1242,H87,7,149.65,1047.55,Libre
01010101,Concepto #1243,H87,1,81.14,81.14,Libre
01010101,Concepto #1244,H87,6,138.63,831.78,Libre
01010101,Concepto #1245,H87,1,434.09,434.09,Libre
01010101,Concepto #1246,H87,3,463.92,1391.76,Libre
01010101,Concepto #1247,H87,8,139.28,1114.24,Libre
01010101,Concepto #1248,H87,9,165.75,1491.75,Libre
01010101,Concepto #1249,H87,4,483.04,1932.16,Libre
01010101,Concepto #1250,H87,7,221.79,1552.53,Libre
01010101,Concepto #1251,H87,3,161.63,484.89,Libre
01010101,Concepto #1252,H87,7,132.76,929.32,Libre
01010101,Concepto #1253,H87,9,451.85,4066.65,Libre
01010101,Concepto #1254,H87,4,111.85,447.4,Libre
01010101,Concepto #1255,H87,5,51.16,255.8,Libre
01010101,Concepto #1256,H87,8,346.47,2771.76,Libre
01010101,Concepto #1257,H87,6,403.98,2423.88,Libre
01010101,Concepto #1258,H87,8,318.69,2549.52,Libre
01010101,Concepto #1259,H87,5,289.82,1449.1,Libre
01010101,Concepto #1260,H87,9,145.61,1310.49,Libre
01010101,Concepto #1261,H87,7,116.32,814.24,Libre
01010101,Concepto #1262,H87,8,130.85,1046.8,Libre
01010101,Concepto #1263,H87,10,226.28,2262.8,Libre
01010101,Concepto #1264,H87,10,206.84,2068.4,Libre
01010101,Concepto #1265,H87,2,437.71,875.42,Libre
01010101,Concepto #1266,H87,9,360.1,3240.9,Libre
01010101,Concepto #1267,H87,9,367.77,3309.93,Libre
01010101,Concepto #1268,H87,3,100.45,301.35,Libre
01010101,Concepto #1269,H87,9,408.43,3675.87,Libre
01010101,Concepto #1270,H87,3,493.53,1480.59,Libre
01010101,Concepto #1271,H87,10,287.78,2877.8,Libre
01010101,Concepto #1272,H87,4,239.28,957.12,Libre
01010101,Concepto #1273,H87,8,70.89,567.12,Libre
01010101,Concepto #1274,H87,1,311.07,311.07,Libre
01010101,Concepto #1275,H87,4,386.09,1544.36,Libre
01010101,Concepto #1276,H87,3,243.76,731.28,Libre
01010101,Concepto #1277,H87,4,181.06,724.24,Libre
01010101,Concepto #1278,H87,7,431.64,3021.48,Libre
01010101,Concepto #1279,H87,2,439.84,879.68,Libre
01010101,Concepto #1280,H87,3,159.48,478.44,Libre
01010101,Concepto #1281,H87,5,257.55,1287.75,Libre
01010101,Concepto #1282,H87,7,55.91,391.37,Libre
01010101,Concepto #1283,H87,5,435.59,2177.95,Libre
01010101,Concepto #1284,H87,9,397.03,3573.27,Libre
01010101,Concepto #1285,H87,4,200.27,801.08,Libre
01010101,Concepto #1286,H87,9,422.57,3803.13,Libre
01010101,Concepto #1287,H87,10,107.72,1077.2,Libre
01010101,Concepto #1288,H87,8,425.59,3404.72,Libre
01010101,Concepto #1289,H87,9,232.38,2091.42,Libre
01010101,Concepto #1290,H87,6,450.78,2704.68,Libre
01010101,Concepto #1291,H87,2,187.18,374.36,Libre
01010101,Concepto #1292,H87,9,182.4,1641.6,Libre
01010101,Concepto #1293,H87,4,226.05,904.2,Libre
01010101,Concepto #1294,H87,3,82.13,246.39,Libre
01010101,Concepto #1295,H87,2,258.79,517.58,Libre
01010101,Concepto #1296,H87,9,123.92,1115.28,Libre
01010101,Concepto #1297,H87,9,137.64,1238.76,Libre
01010101,Concepto #1298,H87,4,177.26,709.04,Libre
01010101,Concepto #1299,H87,8,421.81,3374.48,Libre
01010101,Concepto #1300,H87,6,199.35,1196.1,Libre
01010101,Concepto #1301,H87,5,444.39,2221.95,Libre
01010101,Concepto #1302,H87,7,73.32,513.24,Libre
01010101,Concepto #1303,H87,2,302.48,604.96,Libre
01010101,Concepto #1304,H87,3,293.79,881.37,Libre
01010101,Concepto #1305,H87,5,286.75,1433.75,Libre
01010101,Concepto #1306,H87,3,148.51,445.53,Libre
01010101,Concepto #1307,H87,9,265.44,2388.96,Libre
01010101,Concepto #1308,H87,9,347.47,3127.23,Libre
01010101,Concepto #1309,H87,5,254.32,1271.6,Libre
01010101,Concepto #1310,H87,1,455.97,455.97,Libre
01010101,Concepto #1311,H87,8,396.34,3170.72,Libre
01010101,Concepto #1312,H87,1,243.46,243.46,Libre
01010101,Concepto #1313,H87,1,328.01,328.01,Libre
01010101,Concepto #1314,H87,2,312.65,625.3,Libre
01010101,Concepto #1315,H87,4,192.46,769.84,Libre
01010101,Concepto #1316,H87,2,342.2,684.4,Libre
01010101,Concepto #1317,H87,4,182.19,728.76,Libre
01010101,Concepto #1318,H87,1,314.86,314.86,Libre
01010101,Concepto #1319,H87,3,125.25,375.75,Libre
01010101,Concepto #1320,H87,10,155.53,1555.3,Libre
01010101,Concepto #1321,H87,2,263.22,526.44,Libre
01010101,Concepto #1322,H87,8,257.08,2056.64,Libre
01010101,Concepto #1323,H87,6,277.12,1662.72,Libre
01010101,Concepto #1324,H87,9,202.03,1818.27,Libre
01010101,Concepto #1325,H87,4,177.67,710.68,Libre
01010101,Concepto #1326,H87,6,94.23,565.38,Libre
01010101,Concepto #1327,H87,7,278.03,1946.21,Libre
01010101,Concepto #1328,H87,7,198.45,1389.15,Libre
01010101,Concepto #1329,H87,1,128.09,128.09,Libre
01010101,Concepto #1330,H87,6,64.42,386.52,Libre
01010101,Concepto #1331,H87,9,380.44,3423.96,Libre
01010101,Concepto #1332,H87,4,460.65,1842.6,Libre
01010101,Concepto #1333,H87,7,95.59,669.13,Libre
01010101,Concepto #1334,H87,1,362.52,362.52,Libre
01010101,Concepto #1335,H87,8,459.87,3678.96,Libre
01010101,Concepto #1336,H87,1,75.63,75.63,Libre
01010101,Concepto #1337,H87,4,162.95,651.8,Libre
01010101,Concepto #1338,H87,4,475.44,1901.76,Libre
01010101,Concepto #1339,H87,9,197.54,1777.86,Libre
01010101,Concepto #1340,H87,9,262.54,2362.86,Libre
01010101,Concepto #1341,H87,5,494.8,2474.0,Libre
01010101,Concepto #1342,H87,6,188.37,1130.22,Libre
01010101,Concepto #1343,H87,10,68.01,680.1,Libre
01010101,Concepto #1344,H87,5,343.22,1716.1,Libre
01010101,Concepto #1345,H87,9,334.68,3012.12,Libre
01010101,Concepto #1346,H87,3,391.17,1173.51,Libre
01010101,Concepto #1347,H87,4,268.69,1074.76,Libre
01010101,Concepto #1348,H87,2,379.53,759.06,Libre
01010101,Concepto #1349,H87,7,57.98,405.86,Libre
01010101,Concepto #1350,H87,6,416.49,2498.94,Libre
01010101,Concepto #1351,H87,2,225.49,450.98,Libre
01010101,Concepto #1352,H87,9,102.8,925.2,Libre
01010101,Concepto #1353,H87,10,481.95,4819.5,Libre
01010101,Concepto #1354,H87,4,356.21,1424.84,Libre
01010101,Concepto #1355,H87,2,87.82,175.64,Libre
01010101,Concepto #1356,H87,10,119.82,1198.2,Libre
01010101,Concepto #1357,H87,9,313.33,2819.97,Libre
01010101,Concepto #1358,H87,4,236.84,947.36,Libre
01010101,Concepto #1359,H87,3,388.91,1166.73,Libre
01010101,Concepto #1360,H87,6,417.46,2504.76,Libre
01010101,Concepto #1361,H87,7,239.84,1678.88,Libre
01010101,Concepto #1362,H87,3,277.16,831.48,Libre
01010101,Concepto #1363,H87,2,57.55,115.1,Libre
01010101,Concepto #1364,H87,1,187.2,187.2,Libre
01010101,Concepto #1365,H87,10,157.95,1579.5,Libre
01010101,Concepto #1366,H87,10,433.79,4337.9,Libre
01010101,Concepto #1367,H87,10,436.77,4367.7,Libre
01010101,Concepto #1368,H87,7,128.49,899.43,Libre
01010101,Concepto #1369,H87,4,473.61,1894.44,Libre
01010101,Concepto #1370,H87,2,473.48,946.96,Libre
01010101,Concepto #1371,H87,2,356.22,712.44,Libre
01010101,Concepto #1372,H87,7,320.79,2245.53,Libre
01010101,Concepto #1373,H87,6,139.36,836.16,Libre
01010101,Concepto #1374,H87,9,218.94,1970.46,Libre
01010101,Concepto #1375,H87,10,69.0,690.0,Libre
01010101,Concepto #1376,H87,9,391.21,3520.89,Libre
01010101,Concepto #1377,H87,8,498.27,3986.16,Libre
01010101,Concepto #1378,H87,9,117.79,1060.11,Libre
01010101,Concepto #1379,H87,5,417.05,2085.25,Libre
01010101,Concepto #1380,H87,5,286.34,1431.7,Libre
01010101,Concepto #1381,H87,10,74.09,740.9,Libre
01010101,Concepto #1382,H87,8,255.08,2040.64,Libre
01010101,Concepto #1383,H87,2,257.14,514.28,Libre
01010101,Concepto #1384,H87,1,298.01,298.01,Libre
01010101,Concepto #1385,H87,5,173.93,869.65,Libre
01010101,Concepto #1386,H87,10,189.23,1892.3,Libre
01010101,Concepto #1387,H87,5,154.09,770.45,Libre
01010101,Concepto #1388,H87,8,442.47,3539.76,Libre
01010101,Concepto #1389,H87,5,255.54,1277.7,Libre
01010101,Concepto #1390,H87,6,198.93,1193.58,Libre
01010101,Concepto #1391,H87,3,391.94,1175.82,Libre
01010101,Concepto #1392,H87,7,233.39,1633.73,Libre
01010101,Concepto #1393,H87,2,290.21,580.42,Libre
01010101,Concepto #1394,H87,7,329.16,2304.12,Libre
01010101,Concepto #1395,H87,2,177.77,355.54,Libre
01010101,Concepto #1396,H87,4,258.18,1032.72,Libre
01010101,Concepto #1397,H87,9,351.94,3167.46,Libre
01010101,Concepto #1398,H87,6,207.93,1247.58,Libre
01010101,Concepto #1399,H87,5,297.52,1487.6,Libre
01010101,Concepto #1400,H87,7,444.73,3113.11,Libre
01010101,Concepto #1401,H87,5,121.83,609.15,Libre
01010101,Concepto #1402,H87,4,493.91,1975.64,Libre
01010101,Concepto #1403,H87,2,200.56,401.12,Libre
01010101,Concepto #1404,H87,7,71.63,501.41,Libre
01010101,Concepto #1405,H87,7,229.07,1603.49,Libre
01010101,Concepto #1406,H87,10,365.1,3651.0,Libre
01010101,Concepto #1407,H87,3,393.22,1179.66,Libre
01010101,Concepto #1408,H87,9,348.17,3133.53,Libre
01010101,Concepto #1409,H87,5,321.98,1609.9,Libre
01010101,Concepto #1410,H87,2,436.69,873.38,Libre
01010101,Concepto #1411,H87,8,353.02,2824.16,Libre
01010101,Concepto #1412,H87,8,450.33,3602.64,Libre
01010101,Concepto #1413,H87,6,396.82,2380.92,Libre
01010101,Concepto #1414,H87,9,460.42,4143.78,Libre
01010101,Concepto #1415,H87,8,268.86,2150.88,Libre
01010101,Concepto #1416,H87,8,79.11,632.88,Libre
01010101,Concepto #1417,H87,9,189.71,1707.39,Libre
01010101,Concepto #1418,H87,7,390.49,2733.43,Libre
01010101,Concepto #1419,H87,3,455.2,1365.6,Libre
01010101,Concepto #1420,H87,7,273.92,1917.44,Libre
01010101,Concepto #1421,H87,5,462.88,2314.4,Libre
01010101,Concepto #1422,H87,9,375.64,3380.76,Libre
01010101,Concepto #1423,H87,5,443.73,2218.65,Libre
01010101,Concepto #1424,H87,9,239.83,2158.47,Libre
01010101,Concepto #1425,H87,3,464.78,1394.34,Libre
01010101,Concepto #1426,H87,5,331.36,1656.8,Libre
01010101,Concepto #1427,H87,8,206.6,1652.8,Libre
01010101,Concepto #1428,H87,4,443.22,1772.88,Libre
01010101,Concepto #1429,H87,8,318.27,2546.16,Libre
01010101,Concepto #1430,H87,5,113.89,569.45,Libre
01010101,Concepto #1431,H87,2,119.9,239.8,Libre
01010101,Concepto #1432,H87,6,359.82,2158.92,Libre
01010101,Concepto #1433,H87,9,56.15,505.35,Libre
01010101,Concepto #1434,H87,7,299.74,2098.18,Libre
01010101,Concepto #1435,H87,9,494.91,4454.19,Libre
01010101,Concepto #1436,H87,1,345.03,345.03,Libre
01010101,Concepto #1437,H87,5,164.55,822.75,Libre
01010101,Concepto #1438,H87,8,444.1,3552.8,Libre
01010101,Concepto #1439,H87,1,146.95,146.95,Libre
01010101,Concepto #1440,H87,3,126.58,379.74,Libre
01010101,Concepto #1441,H87,10,299.16,2991.6,Libre
01010101,Concepto #1442,H87,6,362.27,2173.62,Libre
01010101,Concepto #1443,H87,3,56.58,169.74,Libre
01010101,Concepto #1444,H87,7,370.65,2594.55,Libre
01010101,Concepto #1445,H87,10,73.99,739.9,Libre
01010101,Concepto #1446,H87,8,496.8,3974.4,Libre
01010101,Concepto #1447,H87,9,345.38,3108.42,Libre
01010101,Concepto #1448,H87,8,470.69,3765.52,Libre
01010101,Concepto #1449,H87,4,181.52,726.08,Libre
